Name,Comment,tone
Gangu,"à²°à³ˆà²¤à²° à²¹à³‹à²°à²¾à²Ÿà²µà²¨à³à²¨à³ à²¹à²¤à³à²¤à²¿à²•à³à²•à²²à³ à²®à²¤à³à²¤à³ à²ªà²²à²¾à²¯à²¨à²µà²¾à²¦à²¿à²¤à²¨à²¦ à²§à³‹à²°à²£à³†à²¯ à²’à²‚à²¦à³ à²¦à³à²·à³à²Ÿ à²¸à²°à²•à²¾à²° à²à²¨à³†à²²à³à²² à²®à²¾à²¡à³à²µà³à²¦à³‹ à²…à²‚à²¤à²¹ à²•à³†à²Ÿà³à²Ÿ à²•à²¾à²°à³à²¯à²¾à²šà²°à²£à³†à²¯à²¨à³à²¨à³ à²ˆ à²®à³‹à²¦à²¿à²¯ à²•à³‡à²‚à²¦à³à²° à²¸à²°à²•à²¾à²° à²®à²¾à²¡à³à²¤à³à²¤à²¿à²¦à³† ...à²°à³ˆà²¤à²°  à²¹à³‹à²°à²¾à²Ÿà²µà²¨à³à²¨à²¾ à²¹à²¤à³à²¤à²¿à²•à³à²•à²²à³ à²¦à³Šà²¡à³à²¡ à²¦à³Šà²¡à³à²¡ à²•à²¾à²‚à²•à³à²°à³€à²Ÿà³ à²—à³‹à²¡à³†à²—à²³à²¨à³à²¨à³ à²¨à²¿à²°à³à²®à²¿à²¸à³à²µà³à²¦à³ ,à²°à³ˆà²¤à²° à²¦à²¾à²°à²¿à²—à³† à²®à³Šà²³à³†à²—à²³à²¨à³à²¨à³ à²¹à³Šà²¡à³†à²¯à³à²µà³à²¦à³ ...     à²¦à³Šà²¡à³à²¡ à²¦à³Šà²¡à³à²¡ à²¬à³à²¯à²¾à²°à²¿à²•à³‡à²¡à³à²—à²³à²¨à³à²¨à³ à²¹à²¾à²•à³à²µà³à²¦à³ ..à²ªà³‹à²²à³€à²¸à²°à³ à²° à²¸à²°à³à²ªà²—à²¾à²µà²²à²¨à³à²¨à³ à²¨à²¿à²²à³à²²à²¿à²¸à³à²µà³à²¦à³ à²¹à³€à²—à³† à²¹à²¤à³à²¤à³ à²¹à²²à²µà³ à²°à³€à²¤à²¿à²¯à²²à³à²²à²¿ à²°à³ˆà²¤à²° à²¹à³‹à²°à²¾à²Ÿà²µà²¨à³à²¨ à²¹à²¤à³à²¤à²¿à²•à³à²•à³à²¤à³à²¤à²¿à²°à³à²µ .. à²¸à²°à³à²µà²¾à²§à²¿à²•à²¾à²°à²¦à²¿à²‚à²¦ à²®à²¦à²µà³‡à²°à²¿à²¦ à²ˆ à²¬à²¿ à²œà³† à²ªà²¿ à²¯ à²®à³‹à²¦à²¿ à²¸à²°à²•à²¾à²°à²•à³à²•à³† à²°à³ˆà²¤à²°à³‡ à²®à³à²‚à²¦à²¿à²¨ à²¦à²¿à²¨à²—à²³à²²à³à²²à²¿ à²…à²‚à²¡à³ à²¸à³€à²¯à³à²µà²‚à²¤à³† à²¬à²°à³‡ à²¹à²¾à²•à²¿ à²¶à²¾à²¶à³à²µà²¤à²µà²¾à²—à²¿ à²®à²¨à³†à²—à³† à²•à²³à³à²¹à²¿à²¸à³à²µà²‚à²¤à²¹ à²•à²¾à²² à²¦à³‚à²°à²µà²¿à²²à³à²² ....à²à²¨à³†à²²à³à²²à²¾ à²¹à²¤à³à²¤à²¿à²•à³à²•à³à²µ à²•à³†à²Ÿà³à²Ÿ à²•à³†à²²à²¸à²µà²¨à³à²¨à³ à²ˆ à²®à³‹à²¦à²¿à²¯ à²•à³‡à²‚à²¦à³à²° à²¸à²°à²•à²¾à²° à²®à²¾à²¡à²¿à²¦à²°à³ à²°à³ˆà²¤à²° à²¹à³‹à²°à²¾à²Ÿ à²¦à³‡à²¶à²¾à²¦à³à²¯à²¾à²‚à²¤ à²µà³à²¯à²¾à²ªà²•à²µà²¾à²—à²¿ à²¤à³€à²µà³à²°à²µà²¾à²—à²¿ à²µà²¿à²¸à³à²¤à²°à²¿à²¸à²²à²¿à²¦à³† à²®à³‚à²°à³ à²•à²¾à²¯à³à²¦à³†à²—à²³à²¨à³à²¨à³ à²¹à²¿à²‚à²ªà²¡à³†à²¯à²¦ à²¹à³Šà²°à²¤à³ à²°à³ˆà²¤à²° à²¹à³‹à²°à²¾à²Ÿà²•à³à²•à³† à²—à³†à²²à³à²µà³ à²¸à²¿à²—à²¦ à²¹à³Šà²°à²¤à³ à²Žà²‚à²¦à²¿à²—à³‚ à²¹à³‹à²°à²¾à²Ÿ à²¨à²¿à²²à³à²²à³à²µà³à²¦à²¿à²²à³à²² ....",{'document_tone': {'tones': []}}
kiwiwala,"Khalistanis from Canada, UK, the Pakistani ISi CPI and the Congressre all involved in stoking this fire....using gullible farmers for the agenda. . These guys are hell bent on causing chaos. The government must now show its mailed fist. The Police , CBI and NSI should document and investigate each and every rioter who has broken the laws of the country. There is no back down. This treachery of the highest order. Rest of India must stand solidly behind the government in handling these anarchists.","{'document_tone': {'tones': [{'score': 0.602737, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.892363, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Khalistanis from Canada, UK, the Pakistani ISi CPI and the Congressre all involved in stoking this fire....using gullible farmers for the agenda. .', 'tones': [{'score': 0.560944, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'These guys are hell bent on causing chaos.', 'tones': [{'score': 0.757874, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 2, 'text': 'The government must now show its mailed fist.', 'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 3, 'text': 'The Police , CBI and NSI should document and investigate each and every rioter who has broken the laws of the country.', 'tones': [{'score': 0.582653, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.598602, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'There is no back down.', 'tones': []}, {'sentence_id': 5, 'text': 'This treachery of the highest order.', 'tones': []}, {'sentence_id': 6, 'text': 'Rest of India must stand solidly behind the government in handling these anarchists.', 'tones': [{'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
E N Singha,Bakbash protesters abh dekh drama lath ka,{'document_tone': {'tones': []}}
Benny Joseph,Dear my brothers  we should have to unite as soon as possibly. Sure we will arrange our own democratic government. Recently  the government ruled they don&#39;t save farmers  and common man. We are offer all farmers who above 60 years old 10000 pension per month. We have enough source the past governments  misuse our source. So we pulled through them and try our welfare democratic government.  I hope reply soon. Thanks benny,"{'document_tone': {'tones': [{'score': 0.561836, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Dear my brothers  we should have to unite as soon as possibly.', 'tones': []}, {'sentence_id': 1, 'text': 'Sure we will arrange our own democratic government.', 'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 2, 'text': 'Recently  the government ruled they don&#39;t save farmers  and common man.', 'tones': [{'score': 0.63917, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.589295, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'We are offer all farmers who above 60 years old 10000 pension per month.', 'tones': [{'score': 0.541632, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 4, 'text': 'We have enough source the past governments  misuse our source.', 'tones': [{'score': 0.501015, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 5, 'text': 'So we pulled through them and try our welfare democratic government.', 'tones': []}, {'sentence_id': 6, 'text': 'I hope reply soon.', 'tones': [{'score': 0.984352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 7, 'text': 'Thanks benny', 'tones': [{'score': 0.582784, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
Azviya Azvi,Kerala stands with Kisan,{'document_tone': {'tones': []}}
Yasin Arain,Moodi murdabaad,{'document_tone': {'tones': []}}
VED VASHIST,KYAA  GHATIYAA  KISAM  KE  &#39;&#39;&#39;REPORTERS &#39;&#39;&#39;  hain abe   farmers se baat   kar rahe   ENGLISH   mein   kyon   bol   rahi ho........farmers English bolte   hain   kyaa........you are cheap quality  reportes................,{'document_tone': {'tones': []}}
VED VASHIST,all  bills  are  in  English........how manY FARMER   know   ENGLISH.....DO THEY HAV SOME PERSONS WHO KNOW  ENGLISH.......TALK  POINT  BY  POINT.....,"{'document_tone': {'tones': [{'score': 0.527921, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
VED VASHIST,YE ABHISEK......3   FALWS    EXPLAINNN    KYON   NAHIN   KARTA////,"{'document_tone': {'tones': [{'score': 0.625046, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
VED VASHIST,kutton  ki tarhaa  zidd   par ade  hai....teenon  KANOON   REPEAL   KARO.....................KYAA   GHATIYAA   KISM  KE  JANAR HO,{'document_tone': {'tones': []}}
Moses Yazala,Modi is misguided by RSS,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
jason ong,"Fully support the Indian farmers! And shame on the Modi government for using force on the peaceful protest! Itâ€™s funny how only the Canadian PM and a small handful of UK politicians spoke up for this protest. What happened to the rest of the world? All went dumb? Just see how hypocritical they are especially the western powers, standing up for the Hong Kong protests which is so many times smaller than this protest. Well I guess these shameful western politicians have nothing to gain out of standing up for the farmers....so sad..","{'document_tone': {'tones': [{'score': 0.536148, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.659022, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Fully support the Indian farmers!', 'tones': [{'score': 0.63861, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'And shame on the Modi government for using force on the peaceful protest!', 'tones': [{'score': 0.821913, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Itâ€™s funny how only the Canadian PM and a small handful of UK politicians spoke up for this protest.', 'tones': [{'score': 0.514966, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 3, 'text': 'What happened to the rest of the world?', 'tones': [{'score': 0.536323, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 4, 'text': 'All went dumb?', 'tones': [{'score': 0.610534, 'tone_id': 'anger', 'tone_name': 'Anger'}, {'score': 0.989586, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 5, 'text': 'Just see how hypocritical they are especially the western powers, standing up for the Hong Kong protests which is so many times smaller than this protest.', 'tones': []}, {'sentence_id': 6, 'text': 'Well I guess these shameful western politicians have nothing to gain out of standing up for the farmers....so sad..', 'tones': [{'score': 0.788148, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
Elena Vanderwoodsen,I have never seen anyone lack moral integrity like BJP.,"{'document_tone': {'tones': [{'score': 0.687768, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.822231, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
,,{'document_tone': {'tones': []}}
é·“é´£å“¨,we do not support Mr.Modi to combat poor farmers.,"{'document_tone': {'tones': [{'score': 0.764445, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
Cyber007,"Where are the super-Farmers<br>1. Supriya sule ( foyer of Shard passed)..who made 1000s of crores without stepping into the field, living in AC rooms of Delhi<br>2. P chidambaram ( former FM ) who made 100s of crores by doing farminy on balcony<br>3. Late CM Jayalalitha a farmer made 1000s of crores, Laloo too made crores by selling grass...<br>4. Many more super-FARMERS.  Who made 1000s of crores without stepping into Fields.<br><br>Modi-BJP want to End superfarmer culture, help &amp; protect  real farmers.. so the new farm laws... every Farmer &amp; Agri-business will be made  Accountable, Taxable and Transparent.<br><br>No more chori in FCI godowns, No more hera- pheri with farm dealings..","{'document_tone': {'tones': [{'score': 0.688728, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.655978, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Where are the super-Farmers<br>1.', 'tones': [{'score': 0.701688, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Supriya sule ( foyer of Shard passed)..who made 1000s of crores without stepping into the field, living in AC rooms of Delhi<br>2.', 'tones': []}, {'sentence_id': 2, 'text': 'P chidambaram ( former FM ) who made 100s of crores by doing farminy on balcony<br>3.', 'tones': []}, {'sentence_id': 3, 'text': 'Late CM Jayalalitha a farmer made 1000s of crores, Laloo too made crores by selling grass...<br>4.', 'tones': [{'score': 0.518755, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 4, 'text': 'Many more super-FARMERS.', 'tones': []}, {'sentence_id': 5, 'text': 'Who made 1000s of crores without stepping into Fields.<br><br>Modi-BJP', 'tones': [{'score': 0.621663, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 6, 'text': 'want to End superfarmer culture, help &amp; protect  real farmers.. so the new farm laws... every Farmer &amp; Agri-business will be made  Accountable, Taxable and Transparent.<br><br>No', 'tones': [{'score': 0.78801, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.632066, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 7, 'text': 'more chori in FCI godowns, No more hera- pheri with farm dealings..', 'tones': []}]}"
Ellen John,"Ready for talks but will not budge. Are you stupid, Modi?","{'document_tone': {'tones': [{'score': 0.814369, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Ready for talks but will not budge.', 'tones': [{'score': 0.587891, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Are you stupid, Modi?', 'tones': [{'score': 0.797044, 'tone_id': 'anger', 'tone_name': 'Anger'}]}]}"
Ellen John,Why can&#39;t PM listen to the SC to withdraw for 6 months?,{'document_tone': {'tones': []}}
Jolliebearfor Christ,JESUS CHRIST DIED ON THE CROSS FOR OUR SINS AND HE WAS BURIED AND HE ROSE AGAIN ON THE THIRD DAY THE BIBLE JOHN CHAPTER 3 VERSES 16 THROUGH 21 AS WELL AS 1ST CORINTHIANS CHAPTER 15 VERSES 1 THROUGH 5 THE BIBLE,"{'document_tone': {'tones': [{'score': 0.633271, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
THAHA MUHAMMED AU 2015-2019,Modi.. Sha. This. Farmers. Protest<br>Cannot. Deal. With. RSS. Gondas<br>You. Did. It. With. CAA,"{'document_tone': {'tones': [{'score': 0.646974, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Modi.. Sha.', 'tones': []}, {'sentence_id': 1, 'text': 'This.', 'tones': []}, {'sentence_id': 2, 'text': 'Farmers.', 'tones': []}, {'sentence_id': 3, 'text': 'Protest<br>Cannot.', 'tones': []}, {'sentence_id': 4, 'text': 'Deal.', 'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 5, 'text': 'With.', 'tones': []}, {'sentence_id': 6, 'text': 'RSS.', 'tones': []}, {'sentence_id': 7, 'text': 'Gondas<br>You.', 'tones': []}, {'sentence_id': 8, 'text': 'Did.', 'tones': []}, {'sentence_id': 9, 'text': 'It.', 'tones': []}, {'sentence_id': 10, 'text': 'With.', 'tones': []}, {'sentence_id': 11, 'text': 'CAA', 'tones': []}]}"
Navnithraj SN,Fake farmers protest this people are doing strike without proper intentions.,"{'document_tone': {'tones': [{'score': 0.507114, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.703409, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
Mona Parsram,ye kaun kutta  hai  jo  kissanon  se baat  karte bENGLISH   bol raha...litter  maro  ji iss  bhadve  ki  back  pe,{'document_tone': {'tones': []}}
Rko Stunner,"BJP is a selfish party those people who voted are suffering,",{'document_tone': {'tones': []}}
kaido,I support govt. on these farm reforms,"{'document_tone': {'tones': [{'score': 0.560376, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
,,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
Ashfaq Khan,"<b>India in deep trouble, human rights violations against poor framers in India. Panga with Sardars</b>","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': '<b>India in deep trouble, human rights violations against poor framers in India.', 'tones': [{'score': 0.570103, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Panga with Sardars</b>', 'tones': []}]}"
Mohit G,Sher abhi dragon ke shikar mein busy hai ....tum pizza khaaoo wo akey gand mein se nikalega ......ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™ðŸ™,{'document_tone': {'tones': []}}
Amit Kumar,Modi has destroyed this nation.,"{'document_tone': {'tones': [{'score': 0.598094, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
ENGLISH HUB English hub,Farmers are the ones who gives us food.,"{'document_tone': {'tones': [{'score': 0.504825, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
Mohit G,"Kutoon ke bhookney se kuch nahi hoga.... khalistaan bke narey ,,,imran Khan zindabad,,,,,tum wahin bethoo pizza khaaoo ,,,,, supreme court ka danda chalega tab dekhengey sabki aukaat ....ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚ðŸ˜‚",{'document_tone': {'tones': []}}
Mona Parsram,YE KISSAAN  KUTTON KI TARHAA......KAHTE  HAIN...BILL WAPIS LO....YE  BACHCHON  JAISI  BAAT  HAI...BILL MEIN  KYAA  PROBLEM  HAI  WO BOLO,"{'document_tone': {'tones': [{'score': 0.623788, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
Hashim ali,Modi kuch khuda ka hof karo,{'document_tone': {'tones': []}}
,,{'document_tone': {'tones': []}}
MrKesaven,NARENDRA MODI good or bad dictator,"{'document_tone': {'tones': [{'score': 0.946222, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
Sathya,The unity of Indian farmers must succeed<br><br>No farmers no food,"{'document_tone': {'tones': [{'score': 0.547263, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.509368, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
salahuddin chaudhary,So claim now you attacked on Pakistan to diverert the situation.,{'document_tone': {'tones': []}}
4437 Anmol Kaur,Dil to krta...moddi k glle pkkdu aur use kissano mei ja k feink du..eisa haal kre vo iska..k akl aa jaye modi ko,{'document_tone': {'tones': []}}
4437 Anmol Kaur,Itna e enhe faida krne ka shonk hai to phle desh se krja uttare...he is mad..itna krja hai desh pe..modi ko helicopter khreedne ki pdi hai..foreign tour krne ki pdi hai..,{'document_tone': {'tones': []}}
4437 Anmol Kaur,Modi g pagal ho chukke hai..yr agr kissano ko aisa faida nai chaiyea.. thn  why modi is forcing them,{'document_tone': {'tones': []}}
Nikki Hailey,"à¤•à¤¿à¤¸à¤¾à¤¨à¥‹à¤‚ à¤•à¥‹ 1965,1971,1999 à¤†à¤¦à¤¿ à¤®à¥‡à¤‚ à¤¦à¥‡à¤¶ à¤•à¥‡ à¤²à¤¿à¤ à¤…à¤ªà¤¨à¥‡ à¤ªà¥à¤°à¤¾à¤£à¥‹à¤‚ à¤•à¥€ à¤†à¤¹à¥à¤¤à¤¿ à¤¦à¥‡à¤¨à¥‡ à¤µà¤¾à¤²à¥‡ à¤ªà¤°à¤¿à¤µà¤¾à¤° à¤•à¥‡ à¤¸à¤¦à¤¸à¥à¤¯à¥‹à¤‚ à¤•à¥€ à¤¤à¤¸à¥à¤µà¥€à¤°à¥‡à¤‚ à¤²à¤¾à¤¨à¥€ à¤šà¤¾à¤¹à¤¿à¤, à¤«à¤¿à¤° à¤®à¥‹à¤¦à¥€, à¤¶à¤¾à¤¹ à¤”à¤° à¤…à¤¨à¥à¤¯ à¤°à¤¾à¤œà¤¨à¥€à¤¤à¤¿à¤• à¤¨à¥‡à¤¤à¤¾à¤“à¤‚ à¤¸à¥‡ à¤ªà¥‚à¤›à¥‡à¤‚ à¤•à¤¿ à¤‰à¤¨à¥à¤¹à¥‹à¤‚à¤¨à¥‡ à¤”à¤° à¤‰à¤¨à¤•à¥‡ à¤ªà¤°à¤¿à¤µà¤¾à¤° à¤¨à¥‡ à¤•à¤­à¥€ à¤•à¥à¤¯à¤¾ à¤•à¤¿à¤¯à¤¾à¥¤",{'document_tone': {'tones': []}}
You CANT SEE me,Maharashtra stands with Kisan,{'document_tone': {'tones': []}}
