,Reply,Published,sentiment
91,"['shomik', 'basuray', 'address', 'maybe', 'go', 'search', 'chargesheet', 'activity', 'also', 'look', 'youtube', 'video', 'socalled', 'human', 'right', 'activist', 'jihadis', 'maoist', 'nothing', 'secretive']",2021-07-07T10:19:17Z,0.0
10,"['u', 'guy', 'two', 'innocent', 'saint', 'lynch', 'phalgarconversions', 'anti', 'national', 'activity', 'state', 'tolerate']",2021-07-07T10:30:02Z,0.0258
161,"['sanatani', 'first', 'man', 'really', 'desperate', 'butthurt', 'reply', 'comment']",2021-07-07T10:30:25Z,-0.3804
11,"['remember', 'dispensation', 'control', 'vatican', 'journalist', 'like', 'guy', 'merit', 'congress', 'agent', 'bark', 'modiji', 'whenever', 'get', 'chance', 'make', 'difference']",2021-07-07T10:32:34Z,0.743
92,"['lata', 'raymond', 'kind', 'wisdom', 'quotborn', 'sinnersquot', 'utterly', 'disgust']",2021-07-07T11:06:31Z,0.3832
139,"['lata', 'raymond', 'okyou', 'follow', 'asap']",2021-07-07T11:20:59Z,0.0
176,"['dennismurmu', 'sdb', 'frustrate']",2021-07-07T11:21:55Z,-0.4588
16,"['feel', 'get', 'lose']",2021-07-07T11:26:08Z,-0.4019
152,"['death', 'murder']",2021-07-07T11:48:23Z,-0.8625
17,"['death', 'murder']",2021-07-07T11:48:46Z,-0.8625
18,"['manmath', 'singhdeo']",2021-07-07T12:14:21Z,0.0
59,"['leave', 'paradiseasap']",2021-07-07T12:18:07Z,-0.0516
239,"['shame', 'government', 'year', 'independence', 'still', 'poverty']",2021-07-07T12:19:52Z,-0.7506
19,['humanity'],2021-07-07T12:24:01Z,0.0
20,"['manmath', 'singhdeo', 'say', 'slave']",2021-07-07T12:36:00Z,0.0
21,"['death', 'murder']",2021-07-07T12:43:10Z,-0.8625
12,"['gobar', 'bhakt', 'allegation', 'prove', 'fight', 'right', 'exploit', 'vulnerable', 'section', 'society', 'never', 'bow', 'greedy', 'corporates', 'govt', 'hero']",2021-07-07T14:21:00Z,0.1685
58,"['community', 'take', 'care', 'innocent', 'adivasis', 'dalits', 'instead', 'trample', 'need', 'community', 'step', 'help']",2021-07-07T15:21:50Z,0.8074
14,"['right', 'think', 'people', 'know', 'recognise', 'truth', 'mr', 'pant', 'comment', 'hold', 'value']",2021-07-07T15:26:56Z,0.5719
26,"['really', 'u', 'wher', 'sleep', 'fr', 'rip', 'miss', 'u', 'fr']",2021-07-07T15:49:27Z,-0.1531
93,"['lata', 'raymond', 'least', 'dont', 'lick', 'random', 'dvd', 'cure', 'cancer', 'rice', 'bag', 'shame', 'seem']",2021-07-07T16:47:39Z,-0.8176
8,"['live', 'saint', 'also', 'dead', 'rice', 'bag', 'confuse']",2021-07-07T16:50:06Z,-0.7351
240,"['whats', 'deal', 'bengali']",2021-07-07T16:52:55Z,0.0
43,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:00:13Z,0.5106
42,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:00:29Z,0.5106
27,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:00:44Z,0.5106
241,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:01:10Z,0.5106
60,['lol'],2021-07-07T17:01:43Z,0.4215
61,"['father', 'swami', 'name', 'tell', 'lot', 'thing', 'chance', 'twist', 'man', 'trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:02:32Z,0.6486
51,"['r', 'save', 'must', 'convert']",2021-07-07T17:03:15Z,0.4939
257,"['wt', 'business', 'father', 'near', 'adhivasis', 'certainly', 'suspicious', 'trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:04:16Z,0.4939
258,"['chase', 'missionary']",2021-07-07T17:04:52Z,0.0
131,"['trust', 'govt', 'missionary', 'ulterior', 'motif', 'missionary', 'r', 'dark']",2021-07-07T17:06:05Z,0.5106
94,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",2021-07-07T17:07:38Z,0.5106
95,"['medium', 'waste', 'time', 'mischief', 'missionary']",2021-07-07T17:08:21Z,-0.6486
269,"['bla', 'work', 'missionary', 'ashivasis', 'good', 'example', 'set', 'govt']",2021-07-07T17:09:35Z,0.4404
96,"['alvanor', 'elf', 'im', 'christian', 'language', 'medias', 'modern', 'day', 'juda', 'know', 'backstabbing', 'luke', 'abrahamic', 'cult']",2021-07-07T17:12:43Z,0.0
97,"['jai', 'prakash', 'see', 'rich', 'wisdom', 'india', 'realize', 'mischief', 'abrahamic', 'religion', 'r', 'try', 'play', 'bring', 'indian', 'native', 'religion', 'indian', 'wisdom', 'greater', 'anything', 'world']",2021-07-07T17:23:04Z,0.9153
132,"['alvanor', 'elf', 'exactly']",2021-07-07T17:43:16Z,0.0
64,"['btw', 'responsibility', 'prison', 'department', 'take', 'care', 'himwhich', 'come', 'state', 'govtmva', 'govt']",2021-07-07T18:27:33Z,-0.0258
65,"['sindhoor', 'rai', 'dont', 'want', 'bring', 'little', 'creature', 'central', 'agency', 'like', 'nia', 'compromise', 'even', 'bother', 'state', 'machinery', 'ofcourse', 'blame', 'think', 'lowly', 'creature', 'even', 'bring', 'bl']",2021-07-07T19:17:58Z,-0.0572
25,"['first', 'change', 'indian', 'constitution', 'make', 'india', 'fascist', 'country', 'like', 'taliban', 'put', 'everyone', 'bar', 'oppose', 'government']",2021-07-08T05:21:56Z,-0.2732
227,"['michael', 'brite', 'cow', 'holy', 'animal', 'everyone', 'know', 'conversion', 'factory', 'run', 'christian', 'misinory', 'people', 'already', 'convert', 'new', 'survey', 'show']",2021-07-08T06:40:21Z,0.0
228,"['gurinder', 'singh', 'usa', 'biggest', 'human', 'right', 'abuser']",2021-07-08T06:41:10Z,-0.5574
229,"['vinod', 'yadav', 'u', 'mean', 'conversion', 'factory', 'even', 'r', 'convert', 'u', 'care', 'u', 'remain', 'faithful', 'ur', 'religion', 'bro']",2021-07-08T06:44:23Z,0.7269
48,"['yes', 'agree']",2021-07-08T06:46:26Z,0.6369
9,"['convertionconvertionis', 'main', 'aim', 'police', 'officer', 'good', 'record', 'indian', 'bear', 'community', 'tolerate', 'loose', 'talk', 'crook', 'anchor', 'unless', 'indian', 'bear', 'community', 'wake', 'criminal', 'pretend', 'innocent', 'saradesai', 'mischief', 'republic', 'day', 'show', 'anti', 'national', 'color']",2021-07-08T06:47:13Z,-0.6808
230,"['michael', 'brite', 'care', 'government', 'give', 'message', 'activist', 'involve', 'conversion', 'face', 'heet']",2021-07-08T06:48:43Z,0.4939
231,"['vinod', 'yadav', 'christian', 'country', 'government', 'tell', 'ur', 'guru', 'mind', 'ur', 'business', 'n', 'convert', 'would', 'cool']",2021-07-08T06:54:30Z,0.3182
232,"['michael', 'brite', 'convert']",2021-07-08T06:57:29Z,0.0
233,"['vinod', 'yadav', 'stop', 'ur', 'lie', 'man', 'ur', 'guru', 'set', 'class', 'name', 'yoga', 'n', 'convert', 'movementthis', 'movementn', 'r', 'bring', 'india', 'different', 'ashram', 'n', 'r', 'induct', 'ur', 'ritual', 'hypocrite']",2021-07-08T07:08:32Z,-0.296
234,"['michael', 'brite', 'happen', 'convert', 'respect', 'believe', 'faith', 'celebrate', 'festival', 'friend', 'oppose', 'conversion', 'cause', 'distance', 'community']",2021-07-08T07:22:59Z,0.9432
98,"['alvanor', 'elf', 'stop', 'go', 'catholic', 'country', 'missionary', 'rescue', 'rap', 'hindu', 'girl', 'country', 'cant', 'even', 'provide', 'justice', 'shame', 'govt']",2021-07-08T08:26:13Z,-0.5826
99,"['jai', 'prakash', 'soon', 'u', 'lick', 'thing', 'ur', 'suppose']",2021-07-08T08:30:06Z,0.0
140,"['take', 'ur', 'whole', 'family', 'ur', 'come', 'hell', 'faltu']",2021-07-08T08:32:40Z,-0.6808
216,"['sanatani', 'first', 'sadvis', 'sadhu']",2021-07-08T08:35:30Z,0.0
242,"['alvanor', 'elf', 'another', 'devil', 'like', 'govt', 'unpad', 'people', 'become', 'pm']",2021-07-08T08:36:26Z,-0.4404
62,"['alvanor', 'elf', 'u', 'seem', 'twist', 'judge', 'others', 'cheap', 'u']",2021-07-08T08:37:54Z,0.0
133,"['jagdish', 'kumar', 'govt', 'useless', 'cant', 'wvn', 'anything', 'rape', 'victim', 'counry', 'worst', 'state']",2021-07-08T08:39:00Z,-0.6442
270,"['alvanor', 'elf', 'u', 'modis', 'chamcha']",2021-07-08T08:39:49Z,0.0
134,"['lata', 'raymond', 'talk', 'priest', 'involve', 'child', 'abuse', 'name', 'religiontalk', 'recent', 'kerala', 'incident', 'madras', 'loyala', 'college', 'settlement']",2021-07-08T09:33:35Z,-0.6369
100,"['lata', 'raymond', 'see', 'comment', 'many', 'place', 'seem', 'person', 'full', 'hate', 'venom', 'feel', 'sorry', 'christian', 'like', 'world']",2021-07-08T09:50:23Z,-0.3612
135,"['jagdish', 'kumar', 'apology', 'behalf', 'comment', 'people', 'come', 'specific', 'pentecostal', 'church', 'tell', 'hate', 'hindu', 'agree', 'sermon', 'roman', 'catholic', 'church', 'think', 'take']",2021-07-08T09:55:06Z,-0.25
243,"['lata', 'raymond', 'atleast', 'become', 'naxals', 'blindly', 'get', 'influence', 'fake', 'concept', 'ideology']",2021-07-08T10:17:59Z,-0.4767
271,"['lata', 'raymond', 'anti', 'missionary', 'anti', 'communist', 'prove', 'involve', 'one', 'conversion', 'activity']",2021-07-08T10:19:47Z,-0.5574
2,"['christianwe', 'become', 'christ', 'like']",2021-07-08T10:41:33Z,0.3612
66,"['social', 'activist', 'work', 'upliftment', 'downtrodden', 'consider', 'terrorist', 'call', 'largest', 'democracy', 'mockery', 'democracy']",2021-07-08T11:29:54Z,-0.7906
141,"['lata', 'raymond', 'prove', 'quotborn', 'sinnerquot', 'sin', 'think', 'toopity']",2021-07-08T11:33:22Z,-0.5574
56,"['people', 'change', 'sad']",2021-07-08T12:15:40Z,-0.4767
272,"['lata', 'raymond', 'maoist']",2021-07-08T12:31:44Z,0.0
153,"['jai', 'prakashi', 'appal', 'hear', 'kind', 'conscience']",2021-07-08T15:34:47Z,0.5267
5,"['accord', 'bring', 'case', 'trial', 'achieve', 'keep', 'jail', 'neither', 'bail', 'trial', 'except', 'bad', 'publicity', 'international', 'press']",2021-07-08T15:37:46Z,-0.5423
1,"['surely', 'train', 'tribals', 'take', 'arm', 'sure', 'please', 'tell', 'u', 'connect', 'elghar', 'parishad', 'plot', 'kill', 'pm']",2021-07-08T15:48:42Z,0.2023
28,"['yes', 'india', 'judiciary', 'keep', 'eye', 'close', 'see', 'section', 'act', 'witch', 'operate', 'head', 'political', 'authority', 'run', 'government']",2021-07-08T16:53:29Z,0.128
259,"['indeed', 'dark', 'day', 'indian', 'democracy', 'death', 'stir', 'u']",2021-07-08T17:23:04Z,-0.5994
260,"['cute', 'baccha', 'sad', 'day', 'humanity', 'understand']",2021-07-08T17:24:08Z,-0.0258
49,"['planprayers', 'responsiblemay', 'realise', 'do', 'old', 'man', 'burden', 'heavy', 'doubt']",2021-07-08T17:31:00Z,-0.6597
67,"['sindhoor', 'rai', 'cud', 'hv', 'send', 'nia', 'bollywood', 'mafiaswhy', 'theywere', 'kind', 'racket', 'exist', 'old', 'man', 'threat', 'disgust']",2021-07-08T17:34:27Z,-0.5994
154,"['jai', 'prakashthick', 'skin', 'fellow']",2021-07-08T17:35:37Z,0.0
3,"['mathias', 'dear', 'mathias', 'carbon', 'copy', 'u', 'believe', 'god', 'create', 'christ', 'need', 'create', 'mathias', 'thats', 'fine', 'nature', 'cheer', 'fellow']",2021-07-08T17:50:31Z,0.9001
4,"['truth', 'seeker', 'important', 'point', 'everything', 'god', 'need', 'cheer', 'live', 'water', 'give', 'christ']",2021-07-08T18:28:56Z,0.8176
155,"['daphne', 'thick', 'skin', 'live', 'amongst', 'lot']",2021-07-08T20:33:05Z,0.0
6,"['think', 'leave', 'india']",2021-07-08T22:34:42Z,-0.0516
29,"['fool', 'admit', 'hospital', 'last', 'month', 'jail']",2021-07-08T22:48:09Z,-0.2732
30,"['dipesh', 'kumar', 'roll', 'aba', 'gobar', 'admit', 'jail', 'apply', 'bail', 'n', 'reject', 'honorable', 'court']",2021-07-09T07:17:26Z,0.3818
110,"['indian', 'government', 'kill', 'people']",2021-07-09T16:46:15Z,-0.6908
217,['q'],2021-07-09T16:51:11Z,0.0
261,"['syladin', 'stormlight', 'poor', 'strew', 'urchin', 'convert', 'promise', 'gram', 'rice', 'whats', 'grandpops', 'name', 'muniswamy', 'muniyappa', 'bet']",2021-07-10T03:50:26Z,-0.2023
31,"['alvanor', 'elf', 'trust', 'stupid', 'comment']",2021-07-10T07:03:47Z,-0.0258
273,"['alvanor', 'elf', 'dont', 'prove', 'do', 'something', 'wronga', 'devil', 'like', 'u', 'always', 'aniti', 'missionary', 'community', 'people', 'shetered', 'missionary', 'also', 'industreialist', 'u', 'know', 'exactly', 'missionary', 'help']",2021-07-10T07:09:25Z,-0.0516
218,"['sanatani', 'first', 'sir', 'could', 'please', 'respond', 'lata', 'raymond', 'u', 'better', 'quit', 'comment', 'get', 'ready', 'abuse']",2021-07-10T07:12:17Z,0.3612
101,"['ur', 'bear', 'sinner']",2021-07-10T07:13:52Z,0.0
244,"['alvanor', 'elf', 'ur', 'hurt', 'put', 'u', 'speak', 'like', 'freak']",2021-07-10T07:15:05Z,-0.5859
262,"['guy', 'please', 'ignore', 'alvanor', 'elf', 'id', 'suggest', 'elf', 'brain']",2021-07-10T07:16:12Z,-0.0516
102,"['jai', 'prakash', 'evil', 'people', 'say', 'screw', 'saas', 'saas', 'bahu', 'serial', 'make', 'hrd', 'minister']",2021-07-10T07:16:34Z,-0.7003
219,"['johny', 'bappa', 'johny', 'johny', 'yes', 'papa', 'ise', 'heathen', 'hindu', 'every', 'sunday', 'sermon', 'say', 'surprise', 'cult', 'supremacist', 'exclusivist', 'irrational', 'regressive', 'cult', 'kille']",2021-07-10T07:29:18Z,0.4404
103,"['lata', 'raymond', 'speak', 'like', 'true', 'christian', 'hide', 'mean', 'vulgar', 'mindset', 'hope', 'mr', 'raymond', 'lick', 'like']",2021-07-10T07:32:53Z,0.8402
104,"['lata', 'raymond', 'look', 'who', 'talk', 'follower', 'guy', 'bear', 'wedlock', 'short', 'illegitimate', 'offspring', 'alleluia']",2021-07-10T07:35:02Z,0.0
72,['amenn'],2021-07-10T07:51:59Z,0.0
245,"['lata', 'raymond', 'hurt', 'lol', 'speak', 'fact', 'call', 'hurt', 'ur', 'language']",2021-07-10T10:10:54Z,-0.6124
22,"['yes', 'bjp', 'currupt', 'govt', 'want', 'hide', 'mistake', 'like', 'remain', 'long', 'god', 'show', 'right', 'way', 'amp', 'right', 'punishment', 'soon']",2021-07-10T12:14:38Z,0.0772
23,"['chinnappa', 'joseph', 'say', 'quotborn', 'sinnersquot']",2021-07-10T13:06:19Z,0.0
105,"['sanatani', 'first', 'better', 'fact', 'check', 'innocent', 'even', 'trick', 'brand', 'moaist', 'jump', 'conclusion', 'stand', 'outcast', 'system', 'brand', 'lower', 'bir']",2021-07-10T13:21:30Z,0.4404
106,"['g', 'anne', 'nithiya', 'lol', 'another', 'convert', 'stand', 'father', 'typically', 'monotheistic', 'supremacist', 'behave', 'check', 'fact', 'plenty', 'anybody', 'stand', 'naxalites', 'human', 'right', 'activistthese', 'ifs', 'thug', 'f']",2021-07-10T13:40:03Z,0.5106
107,"['sanatani', 'first', 'naxalite', 'huhh', 'great', 'wisdom', 'sorry', 'name', 'give', 'u', 'right', 'brand', 'convert', 'great', 'heart', 'sorry', 'tamper', 'graciousness', 'long', 'live', 'dharma', 'reign']",2021-07-10T13:47:09Z,0.9371
108,"['g', 'anne', 'nithiya', 'please', 'spare', 'heathen', 'abuse', 'every', 'sunday', 'perhaps', 'everyday', 'case', 'hindu', 'another', 'zimmi', 'hate', 'fact', 'prefer', 'virtue', 'signal', 'instead', 'go', 'take', 'hike']",2021-07-10T14:43:03Z,-0.5859
32,"['gain', 'trp']",2021-07-10T14:54:24Z,0.5267
33,"['alvanor', 'elf', 'missionary', 'work', 'government', 'real', 'hero', 'stop', 'r', 'send', 'jail', 'help', 'u', 'much', 'covid', 'wave', 'one', 'help', 'u', 'government', 'also', 'missionary', 'help', 'jharkh']",2021-07-10T15:38:24Z,0.8591
34,"['adarsh', 'missionary', 'matter', 'wt', 'motive', 'pure', 'evil', 'govt', 'matter', 'responsibility', 'govt', 'reflection', 'society', 'take', 'responsibility', 'become', 'see']",2021-07-10T16:06:29Z,-0.6369
204,"['internet', 'user', 'problem', 'want', 'slide', 'economic', 'spectrum', 'cant', 'stop', 'anyone', 'shoot', 'hisher', 'foot', 'time']",2021-07-11T05:09:11Z,0.1341
118,"['xyz', 'abc', 'naxalites', 'teach', 'tribals', 'constitution', 'wow', 'dude', 'wow', 'somethingand', 'abuse', 'damn', 'man', 'must', 'yahweh', 'follower']",2021-07-11T10:50:21Z,0.1779
113,"['shame', 'judiciary', 'n', 'democracy', 'country']",2021-07-11T16:52:30Z,-0.4767
35,"['foreign', 'fund', 'white', 'guy', 'associate', 'stan', 'yr', 'india', 'promote', 'one', 'side', 'story', 'victim', 'card', 'fashion']",2021-07-11T23:24:29Z,0.128
123,['lol'],2021-07-12T07:53:44Z,0.4215
36,"['dipesh', 'kumar', 'roll', 'lately']",2021-07-14T11:48:56Z,0.0
109,"['another', 'elect', 'man', 'tell', 'criminal', 'let', 'go', 'habit']",2021-07-15T06:58:52Z,-0.5267
73,"['covid', 'come', 'punishment', 'whole', 'world', 'reject', 'gospel', 'jesus', 'persecution', 'follower', 'doubt']",2021-07-15T22:31:49Z,-0.8126
220,"['sanatani', 'first', 'u', 'want', 'christian']",2021-07-16T02:41:11Z,0.0772
221,"['jonas', 'markam', 'seriously', 'argument', 'want', 'evangelist', 'throw', 'perform', 'heal', 'session', 'western', 'country', 'dupe', 'harvest', 'soul', 'instead', 'denigrate', 'destroy', 'culture']",2021-07-16T05:24:57Z,-0.836
263,"['johny', 'bapparice', 'bag', 'convert']",2021-07-17T13:24:23Z,0.0
264,"['syladin', 'stormlight', 'nun', 'attend', 'wait', 'order', 'vatican', 'guy', 'blot', 'indian', 'society', 'follow', 'faith', 'destroy', 'half', 'world']",2021-07-17T13:25:08Z,-0.1779
246,"['lata', 'raymond', 'look', 'name', 'lata', 'raymond', 'grandfather', 'convert']",2021-07-17T13:26:14Z,0.0
44,"['yeah', 'give', 'people', 'like', 'stan', 'swamy', 'access', 'tribal', 'area', 'convert', 'cryptos', 'create', 'conspiracy', 'destroy', 'nation']",2021-07-17T13:27:42Z,-0.2732
68,"['live', 'life', 'fund', 'naxals', 'convert', 'poor', 'tribals', 'vote', 'government', 'destroy', 'people', 'like', 'devil', 'swamy', 'stand', 'every', 'soldier', 'murder', 'naxalites', 'order', 'money', 'missionary', 'mafia', 'run', 'people', 'like', 'stan', 'swamy']",2021-07-17T13:29:33Z,-0.9136
0,"['educate', 'rich', 'indian', 'want', 'settle', 'america', 'canada', 'australia', 'european', 'country']",2021-07-17T17:47:40Z,0.5994
37,"['year', 'old', 'die', 'due', 'corona', 'issue']",2021-07-18T12:43:09Z,-0.5994
38,"['shamsuddin', 'hanthiyar', 'need', 'bail']",2021-07-18T12:43:42Z,0.0
39,"['adarsh', 'christian', 'help', 'never', 'free']",2021-07-18T12:44:15Z,-0.0005
45,"['akshay', 'g', 'okay', 'go', 'educate', 'poor', 'tribals', 'open', 'school', 'orphanage', 'like', 'christian', 'untouchable']",2021-07-19T03:38:53Z,0.0772
46,"['relly', 'k', 'definitely', 'open', 'school', 'orphanage', 'convert', 'give', 'exchangei', 'jesus', 'soldier', 'show', 'fake', 'charity', 'conversion', 'fraudsters', 'destroy', 'bharat', 'name', 'conversion', 'fu']",2021-07-19T03:44:42Z,-0.8807
47,"['akshay', 'g', 'lol', 'ignorant', 'school', 'open', 'force', 'conversion', 'many', 'hindu', 'muslim', 'friend', 'catholic', 'school', 'studiedthere', 'many', 'indian', 'army', 'le', 'patrioticaltho']",2021-07-19T03:53:36Z,0.5994
69,"['akshay', 'g', 'say', 'regard', 'bomaby', 'high', 'court', 'quothearing', 'posthumously', 'appeal', 'file', 'bylate', 'jesuit', 'priest', 'stan', 'swamyin', 'bhimakoregaonelgaar', 'parishad', 'case', 'monday', 'bombay', 'high', 'court', 'remark', 'tribal', 'right', 'activi']",2021-07-19T19:37:33Z,0.0
70,"['ajay', 'choudhary', 'lol', 'entire', 'naxal', 'lobby', 'best', 'save', 'jesus', 'soldier', 'nothing', 'convert', 'poor', 'tribals', 'xtianity', 'come', 'choudhary', 'shamelessly', 'foolishly', 'defend', 'devil']",2021-07-20T11:41:12Z,0.503
71,"['akshay', 'g', 'guess', 'didnt', 'get', 'view', 'mumbai', 'high', 'court', 'say', 'presume', 'better', 'people', 'institutionsunless', 'way', 'smarter', 'save', 'sanity', 'country']",2021-07-20T11:56:28Z,0.8442
247,"['akshay', 'g', 'least', 'become', 'better', 'personwhile', 'still', 'stick', 'namelol']",2021-07-25T16:30:59Z,0.4404
205,"['sanatani', 'first', 'india', 'toh', 'kyafull', 'earth', 'n', 'heaven', 'belong', 'u', 'belong', 'creator', 'create', 'heaven', 'earth', 'include', 'sad', 'coz', 'choose', 'hell', 'jesus', 'christ', 'son', 'live', 'god']",2021-07-25T19:30:17Z,0.2732
248,"['samurai', 'josh', 'come', 'another', 'convert']",2021-07-27T14:07:13Z,0.0
63,"['guy', 'start', 'take', 'stand', 'terrorist', 'kitna', 'girroge']",2021-07-29T15:59:41Z,-0.6908
119,"['bona', 'rodrigues', 'another', 'true', 'christian', 'show', 'true', 'color']",2021-07-29T16:22:17Z,0.6808
