,Comment,sentiment
0,"['rip', 'fr', 'stan', 'swamy']",0.0
1,"['india', 'great', 'n', 'shiningheartless', 'dirty', 'fellow', 'n', 'system', 'kill', 'innocent', 'man', 'may', 'u', 'rip', 'oh', 'fr', 'stan', 'swamy']",-0.2732
2,"['href', 'request', 'need', 'straw', 'drink', 'water', 'court', 'take', 'week', 'grantand', 'jail', 'inmate', 'manage', 'get', 'mobile', 'amp', 'pistol', 'plot', 'execute', 'murder', 'whilesitting', 'jailwoow', 'judiciary', 'amp', 'jail', 'system']",-0.6908
3,['rip'],0.0
4,"['need', 'justice', 'deathwhere', 'humanityalmost', 'vey', 'old', 'police', 'people', 'torture', 'unethical']",-0.5859
5,"['hate', 'hell', 'bjp']",-0.8519
6,"['news', 'bullshit', 'father', 'burtally', 'torch', 'jail']",-0.5859
7,"['ab', 'khali', 'bolke', 'kya', 'hoga', 'tab', 'koi', 'nahi', 'aaya', 'unki', 'madat', 'ke', 'liye', 'desai', 'ne', 'suddha', 'kadhi', 'ha', 'prashna', 'uchhala', 'hota', 'ka', 'ata', 'boltoy']",0.34
8,"['fr', 'stan', 'swamy', 'death', 'land', 'acquire', 'rich', 'corporation', 'ambanis', 'take', 'country', 'tribals', 'nothing', 'education', 'food', 'depend', 'mother', 'nature', 'sad', 'lashwadeep', 'destroy', 'bjp', 'government']",-0.7845
9,"['worry', 'indigenous', 'people', 'childrenwho', 'loot', 'throw', 'away', 'city', 'work', 'toilet', 'cleaner', 'corporates', 'sewage', 'workhow', 'cope', 'wicked', 'educate', 'world']",-0.6808
10,"['weak', 'thing', 'capacity', 'say', 'good', 'good']",0.4404
11,"['every', 'good', 'work', 'repay', 'evil', 'give', 'back', 'full', 'every', 'one', 'give', 'account', 'earth', 'well', 'eternally']",-0.1027
12,"['stand', 'people', 'treat', 'like', 'countryy', 'request', 'one', 'sipper', 'bottle', 'court', 'take', 'day', 'give', 'beautyfull', 'system', 'yarr']",0.6369
13,"['deeply', 'pain', 'way', 'old', 'man', 'kill', 'treat', 'last', 'day']",-0.7645
14,"['bjp', 'chutia', 'hii']",0.0
15,"['vaise', 'pehle', 'vetican', 'se', 'pooch', 'ker', 'peta', 'kero', 'ki', 'kya', 'ek', 'vyakti', 'ek', 'saath', 'swaami', 'aur', 'father', 'rehsekta', 'hai', 'kyaagar', 'veh', 'mana', 'kerere', 'case', 'ko', 'bend', 'ker', 'vestige', 'time', 'money', 'indian', 'citizenreligious', 'fraudulentnothing', 'else']",0.0
16,"['crocodile', 'tear', 'care', 'much', 'quiet', 'palghar', 'sadhu', 'conversion', 'money', 'speak']",0.4939
17,"['sirdesai', 'must', 'ask', 'foreigner', 'involve', 'yr', 'year', 'promote', 'finance', 'india', 'foreign', 'fund', 'maoist', 'communist', 'naxalite', 'conversion', 'divisive', 'politics', 'one', 'side', 'story', 'doesnot', 'make', 'neutral', 'channel']",0.3818
18,"['always', 'think', 'live', 'great', 'country', 'democratic', 'value', 'uphold']",0.7579
19,"['speak', 'voice', 'alive']",0.3818
20,"['abe', 'ye', 'esai', 'tribal', 'activist', 'kaisa', 'tribal', 'se', 'eska', 'kya', 'samband', 'deshke', 'logonko', 'chutya', 'banana', 'band', 'karo']",0.0
21,"['rip', 'fatherthank', 'poor', 'countrymay', 'human', 'like', 'bear']",-0.1531
22,"['support', 'fr', 'swamy']",0.4019
23,"['work', 'towards', 'beatification', 'late', 'father', 'stan', 'swamy', 'finally', 'sainthood', 'may', 'bestow', 'quotsaint', 'tribals', 'amp', 'government', 'atrocity']",0.0
24,"['god', 'punish', 'bjp', 'politician']",-0.3182
25,"['dont', 'know', 'background', 'case', 'shame', 'government', 'accuse', 'old', 'man', 'terrorism', 'charge', 'prisoned', 'without', 'give', 'basic', 'madical', 'requirement', 'shame', 'modi']",-0.9118
26,"['judge', 'wronglygod', 'judge']",0.0
27,"['fr', 'stand', 'kind', 'hearted', 'parson', 'soul', 'rich', 'heaven', 'may', 'god', 'grand', 'eternel', 'peace', 'amen']",0.9578
28,"['medium', 'people', 'stand', 'justice', 'ft', 'stan', 'swamy', 'assassinate']",0.5267
29,"['rajdeep', 'question', 'whether', 'state', 'sponsor', 'murder', 'absolutely', 'cause', 'narendra', 'modi', 'doesnt', 'like', 'critic', 'opposer', 'idiotic', 'policy']",-0.8623
30,"['happen', 'countrywhat', 'happen', 'judiciarythe', 'rulerspolice', 'civil', 'authority', 'fail', 'god', 'save', 'nation']",0.2732
31,"['hero', 'doctor', 'diagnose', 'traitor', 'inhuman', 'immmature']",0.5574
32,"['thank', 'ndtv', 'cover', 'issue', 'although', 'damage', 'do', 'already', 'channel', 'even', 'interest']",0.3182
33,"['congrats', 'mr', 'rajdeep', 'well', 'come', 'back', 'democracy', 'good', 'presentation', 'least', 'death', 'human', 'right', 'democracy', 'amp', 'mr', 'stan', 'swamy', 'thank']",0.9193
34,"['use', 'speak', 'christian', 'many', 'people', 'know', 'murder', 'government', 'injustice', 'do', 'holy', 'priest', 'salute', 'father', 'stan', 'may', 'soul', 'rest', 'peace']",-0.7096
35,"['mind', 'beg', 'questionhitler', 'govts', 'sinister', 'amp', 'terroristspower', 'corruptmust', 'watchful', 'peoplegovt']",-0.5994
36,"['mind', 'beg', 'questiona', 'govt', 'build', 'concentration', 'campsa', 'parliament', 'approve', 'totalitarian', 'lawswhat', 'condition', 'need', 'metto', 'establish', 'pmgovt', 'fascistnazi']",-0.4767
37,"['bjp', 'play', 'big', 'game', 'india', 'court', 'work', 'bjp']",0.34
38,"['gandhi', 'die']",-0.5994
39,"['gandhi', 'die']",-0.5994
40,"['country', 'people', 'provide', 'biriany', 'people', 'kill', 'many', 'people', 'provide', 'single', 'sipper', 'good', 'human', 'stan', 'swamy']",-0.4215
41,"['long', 'narendra', 'modi', 'pm', 'country', 'christian', 'safe']",0.4404
42,"['invite', 'curse', 'pay', 'price']",-0.5106
43,"['telecast', 'death', 'murder', 'like', 'upa', 'prisoner']",-0.891
44,"['rest', 'peace', 'father']",0.5423
45,"['shame', 'indian', 'judiciary', 'kill', 'innocent', 'man', 'people', 'responsible', 'fr', 'stan', 'death', 'burn', 'hell', 'surround', 'demon', 'cry', 'nobody', 'hear', 'punishment']",-0.9633
46,"['nomadic', 'treatment', 'fr', 'stan', 'swamy']",0.0
47,"['racism', 'communalism', 'country', 'still', 'exist']",-0.6249
48,"['three', 'leader', 'go', 'relax', 'social', 'worker', 'poor', 'sacrifice', 'life', 'without', 'marriage', 'luxury', 'wage', 'brutally', 'murder', 'nia', 'judiciary', 'instead', 'shrine', 'president', 'medalsdid', 'modi', 'close', 'ear', 'eye', 'satisfy', 'thirst', 'fix', 'punish']",-0.8834
49,"['thank', 'india', 'today', 'channel', 'bring', 'true', 'news', 'people', 'nation', 'injustice', 'do', 'fr', 'stan', 'swamy', 'authority', 'responsible', 'wion', 'channel', 'give', 'wrong', 'news', 'say', 'provide', 'facility', 'thank', 'open', 'eye', 'people', 'give', 'true', 'news', 'get', 'scar', 'powerful', 'demolish', 'democracy', 'country']",0.802
50,"['pray', 'martyr', 'fr', 'jam', 'kottayil', 'sj', 'nawatnr', 'parish', 'ranchi', 'dioeces', 'th', 'july', 'st', 'john', 'baptist', 'church', 'thuruthipally', 'pala', 'dioeces', 'kerala', 'india']",0.3182
51,"['rajdip', 'say', 'evidence', 'sketchy', 'judiciary', 'give', 'stens', 'bail']",0.0
52,"['kya', 'stens', 'swami', 'rajdip', 'sardesai', 'ke', 'father', 'rip']",0.0
53,"['could', 'kill', 'jesus', 'innocent', 'man']",-0.5106
54,"['rajdeep', 'sardesai', 'glad', 'soul', 'get', 'sell', 'time', 'happen', 'ssr', 'case', 'earliermay', 'god', 'enlighten', 'give', 'courage', 'speak', 'truth', 'justice', 'god', 'bless']",0.9648
55,"['shameful', 'even', 'criminal', 'give', 'treatment', 'even', 'kasab', 'give', 'good', 'treatment', 'prison']",-0.7906
56,"['involve', 'arrest', 'imprison', 'deny', 'bail', 'unjustly', 'accuse', 'father', 'stan', 'swamy', 'one', 'day', 'face', 'true', 'justice', 'lord', 'master']",0.1531
57,"['jesuit', 'get', 'involve', 'jesus', 'say', 'give', 'god', 'ceasar']",0.2732
58,"['god', 'godo', 'god']",0.4939
59,"['nationwide', 'protest', 'need', 'observe']",-0.25
60,"['indian', 'judiciary', 'n', 'bureaucrat', 'mishandle', 'law']",0.0
61,"['give', 'life', 'god', 'get', 'involve', 'anti', 'nationalist']",-0.0516
62,"['seek', 'spell', 'mistake']",-0.34
63,"['sad', 'didnt', 'unite', 'save', 'noble', 'soul', 'unity', 'diversity']",-0.8024
64,"['may', 'soul', 'rest', 'peace', 'fr']",0.5423
65,"['government', 'terribe', 'kill', 'truth']",-0.5267
66,"['rest', 'peace', 'father', 'karma', 'pay', 'price']",0.4767
67,"['way', 'congress', 'govemrn', 'ment', 'charge', 'jail', 'custody', 'court', 'find', 'legitimate', 'grind', 'refuse', 'bail', 'court', 'lie', 'part', 'big', 'conspiracy']",-0.6808
68,"['short', 'totally', 'innocent', 'saintly', 'person', 'nothing', 'train', 'tribals', 'take', 'arm', 'government', 'sure', 'frameup', 'innocent', 'man', 'wow']",0.8882
69,"['father', 'remember', 'always']",0.0
70,"['due', 'police', 'amp', 'judiciary', 'negligence', 'year', 'old', 'priest', 'lose', 'life', 'many', 'languish', 'jail', 'without', 'trial']",-0.4019
71,"['blood', 'central', 'government']",0.0
72,"['quot', 'murderquotof', 'frswamy', 'come', 'severe', 'disgraceful', 'blow', 'face', 'idiotic', 'ruler', 'particularly', 'indian', 'judiciary', 'hide', 'shame', 'simply', 'boast', 'legal', 'system', 'intact', 'ensure', 'even', 'criminal', 'may', 'escape', 'single', 'innocent', 'punish', 'per', 'law', 'concept', 'save', 'fr', 'swamy', 'torture', 'amp', 'disgrace', 'actually', 'suffer', 'deadly', 'confirm', 'criminal', 'would', 'even', 'trial', 'start', 'justice', 'time', 'legal', 'luminary', 'amp', 'human', 'right', 'activist', 'come', 'street', 'raise', 'voice', 'abundantly', 'support', 'common', 'people']",-0.9356
73,"['lord', 'know', 'everything', 'leave', 'hand', 'r', 'real', 'judge', 'world']",0.4588
74,"['verysad', 'news']",0.0
75,"['taloja', 'jail', 'near', 'heaven', 'walkable', 'distance', 'slow', 'pace', 'reach', 'anybody', 'doubt']",0.2263
76,"['real', 'hero', 'adiwasi', 'may', 'soul', 'rest', 'peace']",0.7964
77,"['belive', 'man', 'saint', 'modern', 'day', 'martyr', 'suffer', 'hand', 'central', 'government', 'greatest', 'embarrassment', 'govt', 'declare', 'thr', 'patron', 'saint', 'india']",0.25
78,"['belive', 'man', 'saint', 'modern', 'day', 'martyr', 'suffer', 'hand', 'central', 'government', 'greatest', 'embarrassment', 'govt', 'declare', 'thr', 'patron', 'saint', 'india']",0.25
79,"['murder', 'criminal', 'background', 'modi', 'shaw']",-0.8442
80,"['agency', 'involve', 'father', 'sswamy', 'case', 'unilaterally', 'club', 'one', 'issue', 'give', 'bail', 'even', 'die', 'custody', 'govt', 'machinery', 'moot', 'punish', 'people', 'help', 'adivasis', 'tribals', 'upliftment', 'dirty', 'politics', 'pray', 'father', 'sswamy', 'give', 'rip']",-0.7351
81,"['sc', 'hc', 'bjp', 'modi', 'amp', 'co', 'blood', 'body', 'democracy', 'dead', 'rip']",-0.6486
82,"['may', 'god', 'bless', 'brain', 'behind', 'attrosities', 'may', 'soul', 'rest', 'peace']",0.8126
83,"['lord', 'jesus', 'christ', 'please', 'forgive', 'wrong', 'word', 'deed', 'evil', 'towards', 'fr', 'stan', 'swamy', 'respect', 'fr', 'holy', 'soul', 'surely', 'rest', 'peace', 'amen', 'rest', 'peace', 'fr', 'amen']",0.836
84,"['father', 'stan', 'murder', 'happen', 'birsa', 'munda', 'trible', 'leader', 'jharkhand']",-0.6908
85,['rip'],0.0
86,"['wonder', 'issue', 'un', 'human', 'right', 'group', 'around', 'world']",0.0
87,"['watch', 'live', 'telecast', 'funeral', 'service', 'fr', 'stan', 'swamy', 'touch', 'loked', 'peaceful', 'death', 'sure', 'forgive', 'deprive', 'decent', 'dignify', 'human', 'life']",-0.0258
88,"['see', 'already', 'witness', 'casualty', 'due', 'way', 'fr', 'stan', 'swamy', 'treat', 'ax', 'law', 'minister', 'wait', 'watch', 'casualty', 'one', 'responsible', 'ask', 'forgiveness', 'wrath', 'almighty', 'un', 'thinkable']",-0.1779
89,"['rajdeep', 'sardesai', 'know', 'stan', 'involve', 'plan', 'kill', 'pm', 'always', 'stand', 'antinationals']",-0.6908
90,"['shame', 'government', 'democracy', 'country', 'anymore', 'humanity', 'death', 'country']",-0.7906
91,"['even', 'whole', 'world', 'become', 'christian', 'go', 'happen', 'loud', 'hallelujah', 'suffer', 'much']",0.128
92,"['bless', 'u', 'sir', 'stand', 'martyr', 'may', 'ur', 'tribe', 'increase']",0.6249
93,"['sorrowful', 'act', 'person', 'year', 'undergo', 'imprisonment', 'deny', 'bail', 'hurt', 'human', 'groundsthat', 'indian', 'suffer', 'age', 'cruelty', 'much', 'injustice', 'whereas', 'undergo', 'treatment', 'leave', 'free', 'cruel', 'treatment', 'innocent', 'person', 'age', 'year', 'suffer', 'injustice']",-0.979
94,"['court', 'grant', 'bail', 'himthen', 'definitely', 'must', 'find', 'involvementhe', 'must', 'fight', 'cause', 'tribalsbut', 'encourage', 'wage', 'war', 'countryif', 'everyone', 'start', 'itwhat', 'situationjust', 'imagine']",0.25
95,"['different', 'law', 'yardstick', 'different', 'peopleam', 'sorry']",-0.0772
96,"['respect', 'mantotal', 'empathy', 'towards', 'familybut', 'law', 'land', 'respectedyou', 'encourage', 'people', 'wag', 'war', 'countryfr', 'stan', 'swamy', 'support', 'urban', 'moistwhat', 'recent', 'crpf', 'young', 'men', 'murdured', 'moistno', 'human', 'right', 'guy', 'defend', 'state']",0.6124
97,"['fr', 'stan', 'swamy', 'sure', 'heaven', 'scope', 'investigation', 'journalism', 'stan', 'swami', 'helpless', 'poor', 'jarkhand', 'adivasis', 'jail']",-0.128
98,"['trust', 'govt', 'missionary', 'ulterior', 'motif']",0.5106
99,"['mani', 'polititian', 'many', 'murder', 'do', 'law', 'still', 'roming', 'free', 'year', 'shame', 'shame', 'india', 'law']",-0.8225
100,"['rev', 'stan', 'swamy', 'forgive', 'u', 'indian', 'barbaric', 'inhuman', 'treatment', 'go', 'nation', 'ashamed', 'government', 'handle', 'casewe', 'sadden', 'demise', 'helpless', 'way']",-0.8225
101,"['modi', 'treat', 'like', 'one', 'day']",0.6369
102,"['pray', 'beautification', 'stanswammy', 'saint', 'iof', 'spiritual', 'corporal', 'work', 'mercy']",0.7717
103,"['day', 'pass', 'believe', 'government', 'goingshame', 'governmenthe', 'sick', 'n', 'one', 'fight', 'himmshame', 'shame', 'shamekeep', 'doin', 'thing', 'lyk', 'corona', 'worst', 'thn', 'corona', 'wil', 'com', 'n', 'punish']",-0.9477
104,"['well', 'plan', 'murder', 'bjp', 'govt']",-0.5574
105,"['pray', 'soul', 'rest', 'peace']",0.7003
106,"['finally', 'murder', 'noble', 'social', 'worker', 'work', 'poorest', 'poor', 'country', 'rest', 'peace', 'father']",-0.7003
107,"['yes', 'indirectly', 'murder']",-0.4588
108,"['bail', 'deny', 'correctly', 'criminal', 'ill', 'mean', 'give', 'bail', 'die', 'natural', 'death', 'give', 'treatment', 'per', 'law', 'nothing', 'tragic', 'terrorist', 'die']",-0.9115
109,"['country', 'let', 'go', 'people', 'like', 'vijay', 'mallya', 'deny', 'sipper', 'repeat', 'bail', 'plea', 'ail', 'year', 'manwake', 'india', 'injustice', 'peak']",-0.5574
110,"['achhe', 'din']",0.0
111,"['country', 'india', 'respect', 'senior', 'citizen', 'countryhe', 'ashram', 'babuwhat', 'harm', 'countryhe', 'fight', 'justice', 'poorshame', 'present', 'bjp', 'government']",0.1027
112,"['blood', 'shed', 'cross', 'herod', 'pilate', 'become', 'friend', 'rise', 'death', 'perpetrator', 'meet', 'end']",-0.5994
113,"['fr', 'stan', 'swamy', 'target', 'stand', 'way', 'persecution', 'tribals', 'also', 'work', 'communal', 'harmony', 'become', 'nuisance', 'government', 'fr', 'stan', 'die', 'martyr', 'sacrifice', 'life', 'battle', 'injustice']",-0.8176
114,"['political', 'pressure', 'deny', 'justice', 'failure', 'judiciary']",-0.5423
115,"['state', 'gain', 'murder', 'fr', 'stan', 'swamy', 'fr', 'stan', 'swamy', 'humanitarian', 'man', 'god', 'government', 'could', 'treat', 'humanity', 'part', 'bhimakoregaon', 'violence', 'arrest', 'nia', 'national', 'intelligence', 'agency', 'dubious', 'case', 'elgar', 'parishad', 'violence', 'live', 'heart', 'hero', 'brave', 'dissenter', 'stand', 'fascist', 'modi', 'government', 'cost', 'life', 'narendra', 'modi', 'amit', 'shah', 'fr', 'stan', 'blood', 'hand', 'country', 'never', 'forgive', 'death', 'fr', 'stan', 'swamy', 'july', 'haunt', 'indian', 'judiciary', 'forever', 'may', 'soul', 'rest', 'peace', 'fr', 'stan', 'swamy', 'survive', 'long', 'inevitable', 'death', 'murder', 'nothing', 'else', 'prolong', 'torture', 'fr', 'stan', 'swamy', 'face', 'age', 'condition', 'even', 'face', 'protest', 'deliberately', 'impose', 'state', 'do', 'defiantly', 'blatantly', 'openly', 'make', 'point', 'example', 'premeditate', 'bloodyminded', 'malice', 'bar', 'fang', 'highest', 'level', 'stan', 'defiance', 'epic', 'level', 'stick', 'conviction', 'last', 'might', 'power', 'state', 'could', 'break', 'year', 'old', 'man', 'many', 'ailment', 'infect', 'covid', 'end', 'like', 'gladys', 'stain', 'widow', 'late', 'graham', 'stain', 'burn', 'alive', 'along', 'two', 'son', 'sure', 'true', 'faith', 'forgive', 'oppressor', 'state', 'achieve', 'murderingfr', 'stan', 'swamy']",0.8693
116,"['adivasi', 'always', 'peace', 'love']",0.8271
117,"['father', 'rajdeep']",0.0
118,"['urban', 'naxal', 'like', 'dickdeep', 'sardesai']",0.3612
119,"['great', 'news', 'virus', 'kill', 'another', 'virus', 'anti', 'india', 'force', 'come', 'together', 'call', 'insect', 'freedom', 'fighter', 'wake', 'hindu', 'dont', 'fall', 'cheap', 'trick', 'libarandus']",0.4675
120,"['stanswamy', 'get', 'medical', 'facility', 'ordinary', 'criminal', 'custody', 'never', 'get', 'hueampcry', 'indian', 'presstitutes']",-0.5267
121,"['yes', 'supreme', 'court', 'silent', 'enquiry']",0.743
122,"['go', 'indian', 'medium', 'bark', 'behalf', 'china', 'please', 'enlighten', 'charge', 'arrest', 'serious', 'ill', 'health', 'excuse', 'pardon']",0.4019
123,"['yr', 'old', 'fr', 'stan', 'swamy', 'go', 'india', 'safe']",0.4404
124,"['rest', 'piece', 'shame', 'bloddy', 'authority', 'cause', 'deathyou', 'always', 'prayer']",-0.4215
125,"['julio', 'judiciary', 'disturb', 'earth', 'support', 'rhea']",0.0
126,"['look', 'ssr', 'n', 'dishas', 'case', 'much', 'genuine', 'proof', 'n', 'yet', 'judiciary', 'take', 'forever', 'solve', 'case', 'coz', 'favorite', 'involve', 'india', 'today']",0.5859
127,"['alive', 'help', 'get', 'dead', 'point', 'talk', 'heaven', 'safe', 'hand', 'need', 'justice']",0.9153
128,"['julio', 'rebeiro', 'pls', 'honest', 'defend', 'favorite']",0.765
129,"['bjp', 'pay', 'price', 'murder', 'catholic', 'priest', 'gvt', 'never', 'come', 'back', 'power']",-0.7269
130,"['except', 'india', 'today', 'leave', 'lobby', 'nobody', 'bother', 'death', 'year', 'old', 'natural', 'death', 'india', 'become', 'fashion', 'terrorist', 'naxal', 'supporter', 'suffix', 'name', 'human', 'right', 'activist']",-0.9081
131,"['live', 'saint', 'earth', 'may', 'soul', 'rest', 'peace', 'amen']",0.5423
132,"['rest', 'peace', 'father', 'pray', 'u', 'heaven']",0.8442
133,"['modi', 'sha', 'destroy', 'country']",-0.5423
134,"['dear', 'frstan', 'great', 'hero', 'may', 'god', 'grant', 'soul', 'heavenly', 'peace', 'n', 'reward']",0.9779
135,"['chai', 'man', 'condole', 'actor', 'die', 'priest', 'die', 'obstruction', 'rich', 'die', 'shame', 'system', 'suck', 'one', 'bother', 'hand', 'blood', 'history', 'repeat']",-0.9231
136,"['make', 'fr', 'stan', 'hero', 'die', 'custody', 'state', 'authority', 'deny', 'oh', 'right', 'treat', 'cruelly', 'prison', 'inhumane', 'treatment', 'fr', 'stan', 'widely', 'condemn', 'mankind', 'strangest', 'term', 'authority', 'satisfy', 'murder', 'fr', 'stan', 'crime', 'fight', 'right', 'underprivileged', 'minority', 'world', 'watch']",-0.9509
137,"['guy', 'foreign', 'fund', 'maoist', 'kill', 'many', 'people', 'die', 'natural', 'death', 'sirdesai', 'speak', 'good', 'pay', 'foreign', 'father', 'gaddhar']",-0.8591
138,"['pithhu', 'sirdesai', 'pay', 'agent', 'foreign', 'fund', 'work', 'leftist', 'ford', 'ngo', 'qatar', 'gaddhar']",-0.1027
139,"['stop', 'conversion', 'mafia', 'stop', 'conversion', 'mafia', 'use', 'foreign', 'fund', 'stop', 'conversion', 'mafia', 'control', 'european', 'usa', 'visa', 'fund', 'journalist', 'make', 'pliant', 'pliant', 'journalist', 'human', 'right', 'activist', 'fund', 'conversion', 'mafia', 'overlook', 'naxalite', 'muscle', 'power', 'use', 'control', 'tribal', 'area', 'conversion', 'activity', 'carry', 'areasstop', 'conversion', 'hindu']",-0.6808
140,"['rajdeep', 'ofcourse', 'sympathise', 'terrorist', 'member', 'ban', 'terrorist', 'organisation', 'link', 'naxals', 'maoist', 'hundred', 'jawan', 'lose', 'life', 'red', 'terror', 'call', 'journalist', 'like', 'rajdeep', 'provide', 'intellectual', 'cover', 'red', 'terror', 'shame']",-0.9674
141,"['strict', 'action', 'take', 'misguide', 'give', 'false', 'information', 'keep', 'people', 'radar', 'support', 'stain', 'like', 'culprit']",0.6369
142,"['everyone', 'know', 'innocent', 'system', 'know', 'misuse', 'power']",0.34
143,"['modi', 'amitshaw', 'govt', 'fight', 'vulnerable', 'people', 'evil', 'act']",-0.836
144,"['sad', 'may', 'allah', 'grand', 'hin', 'janat', 'hereafter', 'word', 'express', 'level', 'cruelty', 'brave', 'heart', 'face', 'rip', 'salute', 'sir', 'bravery']",0.3818
145,"['ultimate', 'shame', 'leader', 'department', 'india', 'humanity', 'show', 'curse', 'government']",-0.765
146,"['fr', 'swamy', 'yo', 'hero', 'brave', 'frworked', 'tirelessly', 'basic', 'need', 'tribals', 'instead', 'appreciate', 'award', 'system', 'jail', 'decline', 'even', 'medical', 'need', 'sad', 'hear', 'fr', 'sorry', 'cruelty', 'ill', 'treat', 'rest', 'peace', 'frswamy']",0.8519
147,"['shame', 'legal', 'system', 'one', 'case', 'usual', 'value', 'life', 'country', 'legal', 'system', 'fail', 'world', 'watch', 'dirty', 'system']",-0.7269
148,"['shameful', 'cowardly', 'state', 'affair', 'country', 'fr', 'stan', 'hope', 'tribals', 'adivasis', 'work', 'shame', 'politician', 'suppose', 'take', 'care', 'privilege', 'however', 'involve', 'lose', 'game', 'india', 'throw', 'bad', 'light', 'across', 'world', 'frstan', 'go', 'rightful', 'place', 'ie', 'heaven', 'god', 'almighty']",-0.2732
149,"['great', 'humanatarian', 'ever', 'see', 'history', 'india']",0.6249
150,"['great', 'warriorbut', 'death', 'pay', 'consequence']",-0.0516
151,"['sad', 'indeed', 'lord', 'mercy', 'soul', 'may', 'perpetual', 'light', 'shine', 'upon', 'may', 'god', 'angel', 'present', 'beautiful', 'soul', 'god', 'high', 'mhsripp', 'place', 'responsible', 'suffer', 'hand', 'almighty', 'god']",0.8625
152,"['rip', 'fr', 'stan', 'may', 'lose', 'battlefield', 'human', 'good', 'deed', 'raise', 'heaven', 'christianity', 'teach', 'people', 'god', 'need', 'clearly', 'successful', 'praise', 'lord']",0.9201
153,"['india', 'hope', 'distraught', 'poorest', 'poor', 'bjp', 'government', 'traitor', 'amd', 'need', 'bring', 'soon', 'take', 'country', 'towards', 'dustbin']",-0.8074
154,"['live', 'voiceless', 'die', 'murder', 'petty', 'state', 'civil', 'society', 'carry', 'india', 'league', 'north', 'korea', 'congratulation']",-0.7579
155,"['modi', 'need', 'blame', 'kill', 'many', 'covid', 'one', 'death', 'pinch', 'salt', 'modi', 'inform', 'pressn', 'investigate', 'matter', 'matter', 'priest', 'dead', 'day', 'country', 'come', 'back', 'normal', 'self', 'modi', 'know', 'blood', 'hand']",-0.9169
156,"['another', 'graham', 'stain', 'incident', 'justice', 'delay', 'justice', 'deny', 'court', 'need', 'summer', 'vacation', 'like', 'school']",0.6808
157,"['shame', 'nia']",-0.4767
158,"['people', 'two', 'saint', 'kill', 'palgarh', 'front', 'police', 'capture', 'video', 'brutality', 'still', 'give', 'shock', 'judiciary', 'deny', 'bail', 'base', 'evidence']",-0.9287
159,"['nia', 'action', 'allegation', 'preposterous', 'even', 'deny', 'fr', 'stan', 'medical', 'condition', 'karma', 'befall', 'themnothing', 'else', 'bjp', 'r', 'modishah']",-0.34
160,"['justice', 'corrupt', 'bjp', 'govt', 'shame', 'indian', 'judiciary', 'system']",0.0772
161,"['indian', 'democracy', 'ventilator']",0.0
162,"['person', 'talk', 'shame', 'mr', 'desai', 'still', 'need', 'help', 'one', 'fight', 'need', 'help', 'happy', 'heaven']",0.7717
