id,message,tone
2,It shows her upbringing .Probably it's her mother who is laughing in the back ground. After all the expensive shopping and foreign trip at others expense anybody will be in that state 😉,"{'document_tone': {'tones': [{'score': 0.940913, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.896355, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""It shows her upbringing .Probably it's her mother who is laughing in the back ground."", 'tones': [{'score': 0.647986, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'After all the expensive shopping and foreign trip at others expense anybody will be in that state 😉', 'tones': [{'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.906379, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}]}"
3,If it was a standup act then when she mentioned not to record video??,"{'document_tone': {'tones': [{'score': 0.711887, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
4,"She killed Sushant.. now she doing act.. infront of camera.. after watching her ""goondi ""..video .. now everyone knows about her character.. thinking.. nature.. she can do everything.. she played the love game with SSR for fulfilled her family expenses..and tried to satisfied Mahesh Bhatt to getting chance in film... because she hasn't capability of acting...","{'document_tone': {'tones': [{'score': 0.529132, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
5,This is not a stand up Act - it’s her true colors- arrest her for murdering SSR,"{'document_tone': {'tones': [{'score': 0.588922, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
6,This channel is against Republic.. That's why getting footage to get her..,{'document_tone': {'tones': []}}
7,"Seriuosly! She is clarifying only the issues of Tai here😡 what about the other things which are alleged against her, why is she not clarifying and hiding in a bush? Disgusting one! Don't even want to mention her as a woman.","{'document_tone': {'tones': [{'score': 0.89793, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.888114, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Seriuosly!', 'tones': []}, {'sentence_id': 1, 'text': 'She is clarifying only the issues of Tai here😡 what about the other things which are alleged against her, why is she not clarifying and hiding in a bush?', 'tones': [{'score': 0.832547, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 2, 'text': 'Disgusting one!', 'tones': []}, {'sentence_id': 3, 'text': ""Don't even want to mention her as a woman."", 'tones': [{'score': 0.856622, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}]}"
8,We sorry about death of Sushanth but this is not only media coverage focus other issues also related to common man life,"{'document_tone': {'tones': [{'score': 0.72371, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.913368, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
9,This may be a comedy act but it's show her true nature,"{'document_tone': {'tones': [{'score': 0.668926, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
10,"I knew that this was suppose to come..Guys don't justify..she should had face rather running, all are against her, evidences proofs everything Goondi u r caught now.. Accept...Surrender urself to police for ur sins...the o e who is fighting for her Justice... should think work is God...ur job is to give Justice but u r insulting ur job ....Think about it..Money is not everything...","{'document_tone': {'tones': [{'score': 0.518383, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
11,Seriously 😡now you acting 😡this is the real you ! A gold digger and a murderer !!!! You will be caught very soon laugh all you want and act all you want your time is ending soon to be a free someone 😡😡😡,"{'document_tone': {'tones': [{'score': 0.965244, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Seriously 😡now you acting 😡this is the real you !', 'tones': [{'score': 0.874372, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'A gold digger and a murderer !!!!', 'tones': []}, {'sentence_id': 2, 'text': 'You will be caught very soon laugh all you want and act all you want your time is ending soon to be a free someone 😡😡😡', 'tones': [{'score': 0.787944, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
12,It's not about rhea and susant  its something very big Bollywood scam coz so many people has been mader this way but all giving sucied  Bollywood is big money business and mostly happened in Dubai  that's why non of Bollywood stars come out openly,{'document_tone': {'tones': []}}
13,Her voice is very irritating,"{'document_tone': {'tones': [{'score': 0.961633, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
14,Stop making Fool this type of comedy no one will do then instead of going in movies u should have gone for comedy circus like that u r not good actress u r floop this is absolutely true which is said in her video 😡😡😡,{'document_tone': {'tones': []}}
15,"Stand up comedy now, few minutes ago she was crying with folded hands. Hahaha 😆 ","{'document_tone': {'tones': [{'score': 0.793088, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Stand up comedy now, few minutes ago she was crying with folded hands.', 'tones': [{'score': 0.728732, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, {'sentence_id': 1, 'text': 'Hahaha 😆', 'tones': [{'score': 0.892574, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
16,This is one of her acts which she is trying to tell people that she is what she is. She cares a dam about anyone or any thing and is not scared if people try to expose her. She purposely put out a video like that. Just shows the type of background she has been brought up in. And yes she is drunk too. She has crossed her limits in this video. Disgusting women 😡,"{'document_tone': {'tones': [{'score': 0.96531, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'This is one of her acts which she is trying to tell people that she is what she is.', 'tones': []}, {'sentence_id': 1, 'text': 'She cares a dam about anyone or any thing and is not scared if people try to expose her.', 'tones': [{'score': 0.972742, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 2, 'text': 'She purposely put out a video like that.', 'tones': [{'score': 0.681699, 'tone_id': 'tentative', 'tone_name': 'Tentative'}, {'score': 0.961593, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 3, 'text': 'Just shows the type of background she has been brought up in.', 'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 4, 'text': 'And yes she is drunk too.', 'tones': []}, {'sentence_id': 5, 'text': 'She has crossed her limits in this video.', 'tones': []}, {'sentence_id': 6, 'text': 'Disgusting women 😡', 'tones': []}]}"
17,"Pretty faces, dirty language and demon minds...yeh dur dur tak standup comedy nahi hai ... My hands were itching to slap her while watching this nonsense ...",{'document_tone': {'tones': []}}
18,N all of a sudden he video bhi kahas se release hogaye? She s a gold digger but behind her there r so many people working as Bollywood mafia family n all.. Bahut badhiya conspiracy hai!!,"{'document_tone': {'tones': [{'score': 0.942754, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'N all of a sudden he video bhi kahas se release hogaye?', 'tones': [{'score': 0.80026, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'She s a gold digger but behind her there r so many people working as Bollywood mafia family n all.. Bahut badhiya conspiracy hai!!', 'tones': [{'score': 0.543112, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
19,Who so ever had viral this video is helping indirectly to expose her good job rhea many more to come it willexpose u,"{'document_tone': {'tones': [{'score': 0.575511, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
20,From the decor one can guess whether this is happening in some party rhea hosted  in SUSHANT house while he was  down stairs sleeping drugged.,"{'document_tone': {'tones': [{'score': 0.733853, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
21,This video shows her true nature ..on ted talks in hyd she also talked like this where she says how she scared and manipulated her brother ... ,{'document_tone': {'tones': []}}
22,"She is clearly saying, she manipulates n controls... I am a tai","{'document_tone': {'tones': [{'score': 0.971165, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.925826, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'She is clearly saying, she manipulates n controls...', 'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.888278, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, {'sentence_id': 1, 'text': 'I am a tai', 'tones': []}]}"
23,She said don’t  quote me otherwise I will deny 🙄,{'document_tone': {'tones': []}}
24,It it was stand up act then why she was telling don't Record.. And by they she was Jobless then for which film she was rehearsing?,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': ""It it was stand up act then why she was telling don't Record.."", 'tones': []}, {'sentence_id': 1, 'text': 'And by they she was Jobless then for which film she was rehearsing?', 'tones': []}]}"
25,"Rhea Chakraborty tu Tai nahi Bewri-bai hai, tum jaise insaano pe sabki Duhaai hai, ab jaake tumhari sachhai sabke samne aayi hai, sambhal jao tum aur tumhare jitne bhai hai, tum sab ki shaamat aayi hai,,, KYUNKI AB YE SIRF SSR KI NAHI, PURE SAMAAJ KI LADAI HAI. 🤐","{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Rhea Chakraborty tu Tai nahi Bewri-bai hai, tum jaise insaano pe sabki Duhaai hai, ab jaake tumhari sachhai sabke samne aayi hai, sambhal jao tum aur tumhare jitne bhai hai, tum sab ki shaamat aayi hai,,, KYUNKI AB YE SIRF SSR KI NAHI, PURE SAMAAJ KI LADAI HAI.', 'tones': []}, {'sentence_id': 1, 'text': '🤐', 'tones': []}]}"
26,Who is the don . She has admitted there is a don above,"{'document_tone': {'tones': [{'score': 0.91171, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Who is the don .', 'tones': []}, {'sentence_id': 1, 'text': 'She has admitted there is a don above', 'tones': [{'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
28,Do we look like fools to believe her?,"{'document_tone': {'tones': [{'score': 0.961411, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
29,Truth will win eventually . She is the real culprit.,"{'document_tone': {'tones': [{'score': 0.576652, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.983213, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'Truth will win eventually .', 'tones': [{'score': 0.600189, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, {'sentence_id': 1, 'text': 'She is the real culprit.', 'tones': [{'score': 0.849827, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
30,"If Mumbai police n Maharashtra govt is buying it, then god save the country. ","{'document_tone': {'tones': [{'score': 0.693858, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.870998, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
31,Jab apni ayye baba ko nai choodi fir oro ki to bat alag h,{'document_tone': {'tones': []}}
32,U are portraying as though she hav done smthing grt...,"{'document_tone': {'tones': [{'score': 0.724236, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
33,I don find it comedy act at all she is celebrating,"{'document_tone': {'tones': [{'score': 0.733348, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.825035, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
34,Tabhi mumbai police is somehow saving u....showing ur true colors here u b***h,{'document_tone': {'tones': []}}
35,Was she doing comedy on ted talks in hyd .. please see that video also,{'document_tone': {'tones': []}}
36,Encounter  will be best revenge,"{'document_tone': {'tones': [{'score': 0.528879, 'tone_id': 'anger', 'tone_name': 'Anger'}]}}"
37,She sounds so arrogant lock her up and throw away the keys .you call this stand up comedy 😭🤮🤮🤮,"{'document_tone': {'tones': [{'score': 0.819892, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'She sounds so arrogant lock her up and throw away the keys .you', 'tones': [{'score': 0.617024, 'tone_id': 'anger', 'tone_name': 'Anger'}]}, {'sentence_id': 1, 'text': 'call this stand up comedy 😭🤮🤮🤮', 'tones': [{'score': 0.880362, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}]}"
38,Thats true ...its a stand up act,"{'document_tone': {'tones': [{'score': 0.751512, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
39,It’s should be given to CBI ..! For sure ,"{'document_tone': {'tones': [{'score': 0.898327, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
40,Wish i could invent time travel machine could save real ones!!!,"{'document_tone': {'tones': [{'score': 0.653099, 'tone_id': 'analytical', 'tone_name': 'Analytical'}, {'score': 0.909883, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
41,Rhea and mukesh bhatt killed sushant and and she takes drugs the she is doing,{'document_tone': {'tones': []}}
42,Dam I didn't know that she is so local,{'document_tone': {'tones': []}}
43,Looks like she's drunk ! This is no stand up act !!,"{'document_tone': {'tones': [{'score': 0.902459, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': ""Looks like she's drunk !"", 'tones': [{'score': 0.88939, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}, {'sentence_id': 1, 'text': 'This is no stand up act !!', 'tones': []}]}"
44,This video could be her reality,"{'document_tone': {'tones': [{'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
45,No mercy for rhea. You are fired. No place for you on this planet.,"{'document_tone': {'tones': []}, 'sentences_tone': [{'sentence_id': 0, 'text': 'No mercy for rhea.', 'tones': []}, {'sentence_id': 1, 'text': 'You are fired.', 'tones': [{'score': 0.931034, 'tone_id': 'fear', 'tone_name': 'Fear'}]}, {'sentence_id': 2, 'text': 'No place for you on this planet.', 'tones': []}]}"
46,I knew this was coming 😂,"{'document_tone': {'tones': [{'score': 0.525067, 'tone_id': 'sadness', 'tone_name': 'Sadness'}, {'score': 0.882284, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
47,Where is rhea now??,{'document_tone': {'tones': []}}
48,Don toh apun ka matha k upper hain apun bata nahi sakta ..  who is the fuc**king don she knows everything she connects with big mafia community  ... Take her under remand by police gaar main rull ghusao sab bolti sali ki nikal bahar aye gaaa .,{'document_tone': {'tones': []}}
49,Sali landi...kuch to saram karo,{'document_tone': {'tones': []}}
50,One thing more... Now everybodys coming out. Pehle 1 mahine se kahan the Sab? All f a sudden bodyguard kaahan se agaya?? It's a whole big racket working wd her.,"{'document_tone': {'tones': [{'score': 0.880065, 'tone_id': 'confident', 'tone_name': 'Confident'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'One thing more... Now everybodys coming out.', 'tones': [{'score': 0.53445, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': 'Pehle 1 mahine se kahan the Sab?', 'tones': []}, {'sentence_id': 2, 'text': ""All f a sudden bodyguard kaahan se agaya?? It's a whole big racket working wd her."", 'tones': [{'score': 0.527236, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.704642, 'tone_id': 'confident', 'tone_name': 'Confident'}]}]}"
51,"She is celebrating with Sushant money big gold digger and murderers  I hope u get sentence for life or elecricuted if it's possible in india,she looks like she is drunk","{'document_tone': {'tones': [{'score': 0.861422, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
52,She is a small time gold digger,{'document_tone': {'tones': []}}
54,"She is the main killer of shusant,she is notorious girl in this world","{'document_tone': {'tones': [{'score': 0.530314, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
55,Ambika sharma Roopa Sharma Hasan forward it to 10 min and watch ,{'document_tone': {'tones': []}}
56,That evil 👿 b,{'document_tone': {'tones': []}}
57,Priyadarshini ,{'document_tone': {'tones': []}}
58,What is so funny,"{'document_tone': {'tones': [{'score': 0.880435, 'tone_id': 'joy', 'tone_name': 'Joy'}]}}"
59,#JusticeforSSR #PMModiBHIforSSR #CBIEnquiryForSushant #WorldWantsCBIForSSR,{'document_tone': {'tones': []}}
60,"Sushant in a happy mood but just a show off of Rhea,","{'document_tone': {'tones': [{'score': 0.956539, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.75152, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
61,Pushpita Choudhury,{'document_tone': {'tones': []}}
62,Narcissistic ,{'document_tone': {'tones': []}}
63,Very interesting,"{'document_tone': {'tones': [{'score': 0.996934, 'tone_id': 'confident', 'tone_name': 'Confident'}]}}"
64,You will jail for life unfair to Sushant ,"{'document_tone': {'tones': [{'score': 0.597024, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
65,Tejas Chavan Shubhankar Srivastava Badal Joshi Aman Gupta,{'document_tone': {'tones': []}}
66,Neha Khubchandani,{'document_tone': {'tones': []}}
67,Arrest her 😡😡😡😡😡,"{'document_tone': {'tones': [{'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
68,Vidhan Shah,{'document_tone': {'tones': []}}
69,"keep your hope alive and never lose your faith, my gratitude and appreciation goes to Mrs Margaret Yahuza mohd  who showed me sincerity and gave me reason to invest more in binary/bitcoin mining and forex trading, i never knew I will come across such an honest forex manager after been scammed severally the past few month.. But thank God I now earn on a weekly basis.. Thank you so much Mrs Yahuza mohd  here is my outcome of my trading in your platform ma'am Click on the link 👇👇👇 https  https://www.facebook.com/yahuza.mohd.33","{'document_tone': {'tones': [{'score': 0.88552, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.621183, 'tone_id': 'confident', 'tone_name': 'Confident'}, {'score': 0.541163, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}, 'sentences_tone': [{'sentence_id': 0, 'text': 'keep your hope alive and never lose your faith, my gratitude and appreciation goes to Mrs Margaret Yahuza mohd  who showed me sincerity and gave me reason to invest more in binary/bitcoin mining and forex trading, i never knew I will come across such an honest forex manager after been scammed severally the past few month..', 'tones': [{'score': 0.898753, 'tone_id': 'joy', 'tone_name': 'Joy'}]}, {'sentence_id': 1, 'text': ""But thank God I now earn on a weekly basis.. Thank you so much Mrs Yahuza mohd  here is my outcome of my trading in your platform ma'am Click on the link 👇👇👇 https  https://www.facebook.com/yahuza.mohd.33"", 'tones': [{'score': 0.650301, 'tone_id': 'joy', 'tone_name': 'Joy'}]}]}"
70,Click on the link to reach Mr yahuza Mohd 👇 👇👇 https://www.facebook.com/yahuza.mohd.33,"{'document_tone': {'tones': [{'score': 0.793846, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
71,https://youtu.be/1yqf_7_qrLQ,{'document_tone': {'tones': []}}
72,Oindrila Mukherjee Nivedita DharSaptarshi Bhattacharya just see ,"{'document_tone': {'tones': [{'score': 0.91961, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
73,"Jay Shah itne twists hai is case me i need ekta kapoor to make a movie, i cant keep up w the news anymore 😢","{'document_tone': {'tones': [{'score': 0.833216, 'tone_id': 'sadness', 'tone_name': 'Sadness'}]}}"
74,Wat a coverage for rhea,{'document_tone': {'tones': []}}
75,Arrest her ,"{'document_tone': {'tones': [{'score': 0.767442, 'tone_id': 'fear', 'tone_name': 'Fear'}, {'score': 0.579367, 'tone_id': 'analytical', 'tone_name': 'Analytical'}]}}"
76,Lakshmi Mansa,{'document_tone': {'tones': []}}
77,Vijay Aravind,{'document_tone': {'tones': []}}
78,Mental hai,{'document_tone': {'tones': []}}
80,Wah wah kya baat hai ,{'document_tone': {'tones': []}}
81,"you like stand up's no, Argha Tribedi :D","{'document_tone': {'tones': [{'score': 0.887219, 'tone_id': 'joy', 'tone_name': 'Joy'}, {'score': 0.615352, 'tone_id': 'tentative', 'tone_name': 'Tentative'}]}}"
82,Cheater,{'document_tone': {'tones': []}}
83,Barjing 🐕,{'document_tone': {'tones': []}}
84,,{'document_tone': {'tones': []}}
